Student ID,Student Last Name,Student First Name,Student Grade,School,Completion Date,Norming Window,Most Recent Diagnostic YTD (Y/N),Overall Relative Placement,Percent Progress to Annual Typical Growth (%)
1001018,Williams,Amelia,6,South High,2025-12-19,Winter (November 16 - March 1),N,Early On Grade Level,59
1001018,Williams,Amelia,6,South High,2026-05-11,Spring (March 2 - End of Year),N,1 Grade Level Below,87
1001018,Williams,Amelia,6,South High,2026-03-17,Spring (March 2 - End of Year),Y,Early On Grade Level,153
1001019,White,Ella,8,Aspen Elementary,2025-10-03,Fall (Beginning of Year - November 15),N,Early On Grade Level,112
1001019,White,Ella,8,Aspen Elementary,2026-02-26,Winter (November 16 - March 1),Y,1 Grade Level Below,53
1001020,Lopez,Chloe,K,Falcon Ridge Elementary,2026-04-28,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,194
1001021,Lewis,Isabella,8,Cedar Hills Elementary,2025-11-09,Fall (Beginning of Year - November 15),N,Early On Grade Level,109
1001021,Lewis,Isabella,8,Cedar Hills Elementary,2025-12-06,Winter (November 16 - March 1),N,Early On Grade Level,43
1001021,Lewis,Isabella,8,Cedar Hills Elementary,2026-04-02,Spring (March 2 - End of Year),Y,1 Grade Level Below,68
1001022,Jackson,Isabella,10,South High,2026-04-16,Spring (March 2 - End of Year),Y,2 Grade Levels Below,177
1001023,Miller,Harper,4,Eagle View Elementary,2025-11-07,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,170
1001023,Miller,Harper,4,Eagle View Elementary,2026-01-20,Winter (November 16 - March 1),N,Early On Grade Level,154
1001023,Miller,Harper,4,Eagle View Elementary,2026-05-12,Spring (March 2 - End of Year),N,Early On Grade Level,74
1001023,Miller,Harper,4,Eagle View Elementary,2026-04-10,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,107
1001024,Jackson,Aiden,11,Aspen Elementary,2025-08-16,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,0
1001024,Jackson,Aiden,11,Aspen Elementary,2026-01-18,Winter (November 16 - March 1),N,3 or More Grade Levels Below,115
1001024,Jackson,Aiden,11,Aspen Elementary,2026-04-18,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,69
1001025,Garcia,Harper,12,Bear Creek Elementary,2025-11-09,Fall (Beginning of Year - November 15),N,1 Grade Level Below,620
1001025,Garcia,Harper,12,Bear Creek Elementary,2026-01-09,Winter (November 16 - March 1),N,1 Grade Level Below,48
1001025,Garcia,Harper,12,Bear Creek Elementary,2026-04-05,Spring (March 2 - End of Year),Y,1 Grade Level Below,146
1001026,Thompson,Sophia,9,Heritage Middle,2025-09-02,Fall (Beginning of Year - November 15),N,1 Grade Level Below,164
1001026,Thompson,Sophia,9,Heritage Middle,2025-12-01,Winter (November 16 - March 1),N,1 Grade Level Below,178
1001026,Thompson,Sophia,9,Heritage Middle,2026-05-04,Spring (March 2 - End of Year),Y,1 Grade Level Below,23
1001027,Jackson,Harper,3,Grand Mesa Elementary,2025-08-27,Fall (Beginning of Year - November 15),N,1 Grade Level Below,99
1001027,Jackson,Harper,3,Grand Mesa Elementary,2026-02-03,Winter (November 16 - March 1),N,1 Grade Level Below,90
1001027,Jackson,Harper,3,Grand Mesa Elementary,2026-04-16,Spring (March 2 - End of Year),Y,1 Grade Level Below,291
1001028,Moore,Leo,11,East High,2025-09-02,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,0
1001028,Moore,Leo,11,East High,2025-12-03,Winter (November 16 - March 1),N,2 Grade Levels Below,104
1001028,Moore,Leo,11,East High,2026-04-14,Spring (March 2 - End of Year),Y,2 Grade Levels Below,233
1001029,Williams,James,11,Aspen Elementary,2025-09-07,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,74
1001029,Williams,James,11,Aspen Elementary,2026-01-06,Winter (November 16 - March 1),N,2 Grade Levels Below,137
1001029,Williams,James,11,Aspen Elementary,2026-04-12,Spring (March 2 - End of Year),Y,2 Grade Levels Below,182
1001030,Hernandez,Olivia,8,Canyon Ridge Elementary,2026-04-03,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,24
1001031,Robinson,Amelia,10,East High,2025-09-15,Fall (Beginning of Year - November 15),N,1 Grade Level Below,18
1001031,Robinson,Amelia,10,East High,2026-01-20,Winter (November 16 - March 1),N,1 Grade Level Below,110
1001031,Robinson,Amelia,10,East High,2026-04-24,Spring (March 2 - End of Year),Y,1 Grade Level Below,48
1001032,Smith,Henry,4,Mountain View Middle,2025-11-15,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,174
1001032,Smith,Henry,4,Mountain View Middle,2025-11-22,Winter (November 16 - March 1),N,Early On Grade Level,189
1001032,Smith,Henry,4,Mountain View Middle,2026-04-14,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,128
1001033,Miller,Ava,12,Falcon Ridge Elementary,2025-10-16,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,336
1001033,Miller,Ava,12,Falcon Ridge Elementary,2026-01-17,Winter (November 16 - March 1),N,Mid or Above Grade Level,94
1001033,Miller,Ava,12,Falcon Ridge Elementary,2026-03-31,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,62
1001034,Martinez,Olivia,2,Bear Creek Elementary,2025-10-17,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,56
1001034,Martinez,Olivia,2,Bear Creek Elementary,2025-11-28,Winter (November 16 - March 1),N,Mid or Above Grade Level,57
1001034,Martinez,Olivia,2,Bear Creek Elementary,2026-05-07,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,132
1001035,Wilson,Henry,11,Prairie Ridge Middle,2025-10-18,Fall (Beginning of Year - November 15),N,1 Grade Level Below,199
1001035,Wilson,Henry,11,Prairie Ridge Middle,2026-01-10,Winter (November 16 - March 1),N,2 Grade Levels Below,167
1001035,Wilson,Henry,11,Prairie Ridge Middle,2026-04-25,Spring (March 2 - End of Year),Y,1 Grade Level Below,115
1001036,Robinson,Grace,12,Grand Mesa Elementary,2025-09-07,Fall (Beginning of Year - November 15),N,Early On Grade Level,72
1001036,Robinson,Grace,12,Grand Mesa Elementary,2026-01-03,Winter (November 16 - March 1),N,Early On Grade Level,107
1001036,Robinson,Grace,12,Grand Mesa Elementary,2026-04-07,Spring (March 2 - End of Year),Y,Early On Grade Level,27
1001037,Jackson,Noah,2,South High,2025-11-21,Winter (November 16 - March 1),N,3 or More Grade Levels Below,20
1001037,Jackson,Noah,2,South High,2026-03-08,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,0
1001038,White,Mason,3,Cedar Hills Elementary,2025-08-22,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,38
1001038,White,Mason,3,Cedar Hills Elementary,2026-02-20,Winter (November 16 - March 1),N,2 Grade Levels Below,128
1001038,White,Mason,3,Cedar Hills Elementary,2026-05-16,Spring (March 2 - End of Year),Y,2 Grade Levels Below,98
1001039,White,Noah,4,Aspen Elementary,2025-10-17,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,52
1001039,White,Noah,4,Aspen Elementary,2026-01-13,Winter (November 16 - March 1),N,2 Grade Levels Below,25
1001039,White,Noah,4,Aspen Elementary,2026-04-15,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,188
1001040,Garcia,Ethan,7,Eagle View Elementary,2026-01-20,Winter (November 16 - March 1),N,1 Grade Level Below,98
1001040,Garcia,Ethan,7,Eagle View Elementary,2026-03-13,Spring (March 2 - End of Year),Y,1 Grade Level Below,106
1001041,Wilson,Noah,12,Central High,2025-10-22,Fall (Beginning of Year - November 15),N,Early On Grade Level,244
1001041,Wilson,Noah,12,Central High,2025-11-27,Winter (November 16 - March 1),N,Early On Grade Level,88
1001041,Wilson,Noah,12,Central High,2026-03-23,Spring (March 2 - End of Year),Y,Early On Grade Level,0
1001042,Martinez,Henry,10,Eagle View Elementary,2025-09-04,Fall (Beginning of Year - November 15),N,1 Grade Level Below,91
1001042,Martinez,Henry,10,Eagle View Elementary,2026-02-11,Winter (November 16 - March 1),N,1 Grade Level Below,101
1001042,Martinez,Henry,10,Eagle View Elementary,2026-03-29,Spring (March 2 - End of Year),Y,1 Grade Level Below,218
1001043,Jackson,Scarlett,12,Canyon Ridge Elementary,2025-11-10,Fall (Beginning of Year - November 15),N,Early On Grade Level,80
1001043,Jackson,Scarlett,12,Canyon Ridge Elementary,2025-11-23,Winter (November 16 - March 1),N,Early On Grade Level,74
1001043,Jackson,Scarlett,12,Canyon Ridge Elementary,2026-03-07,Spring (March 2 - End of Year),Y,Early On Grade Level,188
1001044,Thompson,Ava,1,South High,2025-09-02,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,217
1001044,Thompson,Ava,1,South High,2026-04-23,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,99
1001045,Johnson,James,11,Cedar Hills Elementary,2025-10-25,Fall (Beginning of Year - November 15),N,1 Grade Level Below,49
1001045,Johnson,James,11,Cedar Hills Elementary,2025-12-20,Winter (November 16 - March 1),N,2 Grade Levels Below,31
1001045,Johnson,James,11,Cedar Hills Elementary,2026-05-20,Spring (March 2 - End of Year),N,1 Grade Level Below,65
1001045,Johnson,James,11,Cedar Hills Elementary,2026-03-22,Spring (March 2 - End of Year),Y,1 Grade Level Below,89
1001046,Sanchez,Isabella,12,Central High,2025-11-15,Fall (Beginning of Year - November 15),N,1 Grade Level Below,118
1001046,Sanchez,Isabella,12,Central High,2025-11-21,Winter (November 16 - March 1),N,1 Grade Level Below,124
1001046,Sanchez,Isabella,12,Central High,2026-05-20,Spring (March 2 - End of Year),Y,2 Grade Levels Below,35
1001047,Williams,Nora,8,Horizon Middle,2025-08-19,Fall (Beginning of Year - November 15),N,Early On Grade Level,11
1001047,Williams,Nora,8,Horizon Middle,2026-01-30,Winter (November 16 - March 1),N,Early On Grade Level,82
1001047,Williams,Nora,8,Horizon Middle,2026-05-05,Spring (March 2 - End of Year),Y,Early On Grade Level,167
1001048,White,Emma,11,Heritage Middle,2025-09-29,Fall (Beginning of Year - November 15),N,1 Grade Level Below,138
1001048,White,Emma,11,Heritage Middle,2025-11-20,Winter (November 16 - March 1),N,1 Grade Level Below,96
1001048,White,Emma,11,Heritage Middle,2026-03-24,Spring (March 2 - End of Year),Y,1 Grade Level Below,133
1001049,Rodriguez,Noah,3,Bear Creek Elementary,2025-08-20,Fall (Beginning of Year - November 15),N,1 Grade Level Below,73
1001049,Rodriguez,Noah,3,Bear Creek Elementary,2026-02-07,Winter (November 16 - March 1),N,1 Grade Level Below,67
1001049,Rodriguez,Noah,3,Bear Creek Elementary,2026-05-17,Spring (March 2 - End of Year),Y,1 Grade Level Below,145
1001050,Harris,Amelia,K,North High,2025-09-11,Fall (Beginning of Year - November 15),N,Early On Grade Level,0
1001050,Harris,Amelia,K,North High,2025-12-28,Winter (November 16 - March 1),N,Early On Grade Level,156
1001050,Harris,Amelia,K,North High,2026-03-13,Spring (March 2 - End of Year),Y,Early On Grade Level,182
1001051,Taylor,Liam,K,Central High,2025-08-14,Fall (Beginning of Year - November 15),N,1 Grade Level Below,136
1001051,Taylor,Liam,K,Central High,2026-01-24,Winter (November 16 - March 1),N,1 Grade Level Below,93
1001051,Taylor,Liam,K,Central High,2026-03-20,Spring (March 2 - End of Year),Y,2 Grade Levels Below,49
1001052,Anderson,Jack,3,South High,2025-09-28,Fall (Beginning of Year - November 15),N,Early On Grade Level,141
1001052,Anderson,Jack,3,South High,2026-01-26,Winter (November 16 - March 1),N,1 Grade Level Below,72
1001052,Anderson,Jack,3,South High,2026-03-18,Spring (March 2 - End of Year),Y,Early On Grade Level,62
1001053,Ramirez,Ava,1,Bear Creek Elementary,2025-09-09,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,187
1001053,Ramirez,Ava,1,Bear Creek Elementary,2026-01-24,Winter (November 16 - March 1),N,Mid or Above Grade Level,101
1001053,Ramirez,Ava,1,Bear Creek Elementary,2026-04-24,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,0
1001054,Brown,Lily,1,East High,2025-09-26,Fall (Beginning of Year - November 15),N,1 Grade Level Below,110
1001054,Brown,Lily,1,East High,2025-12-26,Winter (November 16 - March 1),N,2 Grade Levels Below,133
1001054,Brown,Lily,1,East High,2026-04-05,Spring (March 2 - End of Year),Y,1 Grade Level Below,126
1001055,Martinez,Jack,8,South High,2025-11-02,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,46
1001055,Martinez,Jack,8,South High,2025-11-28,Winter (November 16 - March 1),N,Mid or Above Grade Level,79
1001055,Martinez,Jack,8,South High,2026-04-15,Spring (March 2 - End of Year),Y,Early On Grade Level,45
1001056,Davis,Lucas,10,Mountain View Middle,2026-03-11,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,54
1001057,Taylor,Olivia,12,Mountain View Middle,2025-12-25,Winter (November 16 - March 1),N,2 Grade Levels Below,77
1001057,Taylor,Olivia,12,Mountain View Middle,2026-05-11,Spring (March 2 - End of Year),Y,2 Grade Levels Below,122
1001058,Jones,Amelia,12,East High,2025-09-29,Fall (Beginning of Year - November 15),N,Early On Grade Level,0
1001058,Jones,Amelia,12,East High,2026-02-10,Winter (November 16 - March 1),N,1 Grade Level Below,176
1001058,Jones,Amelia,12,East High,2026-05-18,Spring (March 2 - End of Year),Y,Early On Grade Level,21
1001059,Sanchez,Elijah,4,Bear Creek Elementary,2025-10-06,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,74
1001059,Sanchez,Elijah,4,Bear Creek Elementary,2026-01-13,Winter (November 16 - March 1),N,2 Grade Levels Below,58
1001059,Sanchez,Elijah,4,Bear Creek Elementary,2026-03-29,Spring (March 2 - End of Year),N,2 Grade Levels Below,200
1001059,Sanchez,Elijah,4,Bear Creek Elementary,2026-03-05,Spring (March 2 - End of Year),Y,2 Grade Levels Below,63
1001060,Clark,Lucas,3,Mountain View Middle,2026-05-08,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,152
1001061,Jackson,Mason,10,Aspen Elementary,2025-11-03,Fall (Beginning of Year - November 15),N,Early On Grade Level,62
1001061,Jackson,Mason,10,Aspen Elementary,2025-12-30,Winter (November 16 - March 1),N,Early On Grade Level,127
1001061,Jackson,Mason,10,Aspen Elementary,2026-03-31,Spring (March 2 - End of Year),N,Early On Grade Level,38
1001061,Jackson,Mason,10,Aspen Elementary,2026-04-03,Spring (March 2 - End of Year),Y,Early On Grade Level,143
1001062,Moore,Harper,K,North High,2025-10-04,Fall (Beginning of Year - November 15),N,Early On Grade Level,34
1001062,Moore,Harper,K,North High,2026-01-12,Winter (November 16 - March 1),N,Early On Grade Level,64
1001062,Moore,Harper,K,North High,2026-03-19,Spring (March 2 - End of Year),N,Early On Grade Level,90
1001062,Moore,Harper,K,North High,2026-03-25,Spring (March 2 - End of Year),Y,Early On Grade Level,140
1001063,Wilson,Ella,2,Foothills Elementary,2025-08-22,Fall (Beginning of Year - November 15),N,1 Grade Level Below,134
1001063,Wilson,Ella,2,Foothills Elementary,2025-12-20,Winter (November 16 - March 1),N,1 Grade Level Below,37
1001063,Wilson,Ella,2,Foothills Elementary,2026-04-23,Spring (March 2 - End of Year),Y,2 Grade Levels Below,0
1001064,Garcia,Grace,4,Bear Creek Elementary,2025-10-31,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,0
1001064,Garcia,Grace,4,Bear Creek Elementary,2026-01-10,Winter (November 16 - March 1),N,2 Grade Levels Below,73
1001064,Garcia,Grace,4,Bear Creek Elementary,2026-03-11,Spring (March 2 - End of Year),Y,2 Grade Levels Below,82
1001065,Rodriguez,Lucas,8,East High,2025-08-13,Fall (Beginning of Year - November 15),N,Early On Grade Level,118
1001065,Rodriguez,Lucas,8,East High,2026-02-13,Winter (November 16 - March 1),N,Early On Grade Level,140
1001065,Rodriguez,Lucas,8,East High,2026-04-19,Spring (March 2 - End of Year),Y,Early On Grade Level,149
1001066,Sanchez,Amelia,8,Cedar Hills Elementary,2025-09-10,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,188
1001066,Sanchez,Amelia,8,Cedar Hills Elementary,2026-01-02,Winter (November 16 - March 1),N,Mid or Above Grade Level,90
1001066,Sanchez,Amelia,8,Cedar Hills Elementary,2026-04-14,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,106
1001067,Jackson,Elijah,5,South High,2025-09-15,Fall (Beginning of Year - November 15),N,Early On Grade Level,6
1001067,Jackson,Elijah,5,South High,2025-11-22,Winter (November 16 - March 1),N,Early On Grade Level,140
1001067,Jackson,Elijah,5,South High,2026-03-07,Spring (March 2 - End of Year),Y,Early On Grade Level,86
1001068,Clark,Jackson,K,Grand Mesa Elementary,2025-10-27,Fall (Beginning of Year - November 15),N,1 Grade Level Below,250
1001068,Clark,Jackson,K,Grand Mesa Elementary,2025-11-28,Winter (November 16 - March 1),N,1 Grade Level Below,0
1001068,Clark,Jackson,K,Grand Mesa Elementary,2026-04-10,Spring (March 2 - End of Year),Y,1 Grade Level Below,89
1001069,Moore,Nora,4,Heritage Middle,2025-08-20,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,0
1001069,Moore,Nora,4,Heritage Middle,2026-02-11,Winter (November 16 - March 1),N,2 Grade Levels Below,1
1001069,Moore,Nora,4,Heritage Middle,2026-05-08,Spring (March 2 - End of Year),Y,2 Grade Levels Below,32
1001070,Moore,Amelia,1,Falcon Ridge Elementary,2025-08-20,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,178
1001070,Moore,Amelia,1,Falcon Ridge Elementary,2026-01-28,Winter (November 16 - March 1),N,3 or More Grade Levels Below,31
1001070,Moore,Amelia,1,Falcon Ridge Elementary,2026-05-15,Spring (March 2 - End of Year),Y,2 Grade Levels Below,56
1001071,Lee,Emma,11,Eagle View Elementary,2025-11-15,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,143
1001071,Lee,Emma,11,Eagle View Elementary,2026-02-27,Winter (November 16 - March 1),N,Mid or Above Grade Level,65
1001071,Lee,Emma,11,Eagle View Elementary,2026-04-17,Spring (March 2 - End of Year),Y,Early On Grade Level,19
1001072,Rodriguez,Olivia,3,Canyon Ridge Elementary,2025-08-31,Fall (Beginning of Year - November 15),N,1 Grade Level Below,67
1001072,Rodriguez,Olivia,3,Canyon Ridge Elementary,2025-12-28,Winter (November 16 - March 1),N,1 Grade Level Below,105
1001072,Rodriguez,Olivia,3,Canyon Ridge Elementary,2026-03-20,Spring (March 2 - End of Year),Y,1 Grade Level Below,72
1001073,Thomas,Noah,1,Horizon Middle,2025-09-02,Fall (Beginning of Year - November 15),N,1 Grade Level Below,55
1001073,Thomas,Noah,1,Horizon Middle,2025-12-21,Winter (November 16 - March 1),N,1 Grade Level Below,0
1001073,Thomas,Noah,1,Horizon Middle,2026-04-06,Spring (March 2 - End of Year),Y,1 Grade Level Below,193
1001074,Jones,Scarlett,2,East High,2025-08-16,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,60
1001074,Jones,Scarlett,2,East High,2026-02-07,Winter (November 16 - March 1),N,2 Grade Levels Below,369
1001074,Jones,Scarlett,2,East High,2026-04-25,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,162
1001075,White,Evelyn,1,Horizon Middle,2025-09-25,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,153
1001075,White,Evelyn,1,Horizon Middle,2026-02-23,Winter (November 16 - March 1),N,Early On Grade Level,64
1001075,White,Evelyn,1,Horizon Middle,2026-03-20,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,90
1001076,Williams,Mia,12,Cedar Hills Elementary,2025-08-29,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,152
1001076,Williams,Mia,12,Cedar Hills Elementary,2025-12-07,Winter (November 16 - March 1),N,Mid or Above Grade Level,11
1001076,Williams,Mia,12,Cedar Hills Elementary,2026-04-24,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,81
1001077,Lee,Mason,11,Central High,2025-10-19,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,36
1001077,Lee,Mason,11,Central High,2026-02-14,Winter (November 16 - March 1),Y,Early On Grade Level,195
1001078,Miller,Henry,4,Central High,2025-09-09,Fall (Beginning of Year - November 15),N,Early On Grade Level,3
1001078,Miller,Henry,4,Central High,2025-12-25,Winter (November 16 - March 1),N,Early On Grade Level,66
1001078,Miller,Henry,4,Central High,2026-04-14,Spring (March 2 - End of Year),Y,Early On Grade Level,181
1001079,Robinson,Emma,10,Central High,2025-10-30,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,222
1001079,Robinson,Emma,10,Central High,2025-11-21,Winter (November 16 - March 1),N,3 or More Grade Levels Below,62
1001079,Robinson,Emma,10,Central High,2026-04-23,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,224
1001080,Perez,Scarlett,11,Prairie Ridge Middle,2025-08-19,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,230
1001080,Perez,Scarlett,11,Prairie Ridge Middle,2025-12-13,Winter (November 16 - March 1),N,Mid or Above Grade Level,166
1001080,Perez,Scarlett,11,Prairie Ridge Middle,2026-05-18,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,130
1001081,Anderson,Lily,1,South High,2025-11-07,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,0
1001081,Anderson,Lily,1,South High,2026-03-20,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,122
1001082,Johnson,Aiden,3,Bear Creek Elementary,2025-09-19,Fall (Beginning of Year - November 15),N,1 Grade Level Below,53
1001082,Johnson,Aiden,3,Bear Creek Elementary,2026-02-23,Winter (November 16 - March 1),N,1 Grade Level Below,0
1001082,Johnson,Aiden,3,Bear Creek Elementary,2026-05-01,Spring (March 2 - End of Year),Y,1 Grade Level Below,181
1001083,Sanchez,Jackson,7,South High,2026-03-25,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,157
1001084,Lee,Aiden,7,Horizon Middle,2025-08-12,Fall (Beginning of Year - November 15),N,Early On Grade Level,0
1001084,Lee,Aiden,7,Horizon Middle,2026-01-29,Winter (November 16 - March 1),N,Early On Grade Level,41
1001084,Lee,Aiden,7,Horizon Middle,2026-03-21,Spring (March 2 - End of Year),Y,Early On Grade Level,39
1001085,Harris,Nora,6,Central High,2025-10-17,Fall (Beginning of Year - November 15),N,1 Grade Level Below,40
1001085,Harris,Nora,6,Central High,2025-12-10,Winter (November 16 - March 1),N,1 Grade Level Below,0
1001085,Harris,Nora,6,Central High,2026-05-13,Spring (March 2 - End of Year),Y,1 Grade Level Below,72
1001086,Sanchez,Lucas,8,Aspen Elementary,2025-08-13,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,341
1001086,Sanchez,Lucas,8,Aspen Elementary,2025-12-21,Winter (November 16 - March 1),N,Mid or Above Grade Level,213
1001086,Sanchez,Lucas,8,Aspen Elementary,2026-03-07,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,231
1001087,Clark,Evelyn,8,Canyon Ridge Elementary,2025-11-12,Fall (Beginning of Year - November 15),N,1 Grade Level Below,114
1001087,Clark,Evelyn,8,Canyon Ridge Elementary,2025-12-16,Winter (November 16 - March 1),N,2 Grade Levels Below,125
1001087,Clark,Evelyn,8,Canyon Ridge Elementary,2026-03-15,Spring (March 2 - End of Year),Y,1 Grade Level Below,104
1001088,Martinez,Henry,K,Eagle View Elementary,2025-10-07,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,235
1001088,Martinez,Henry,K,Eagle View Elementary,2025-12-28,Winter (November 16 - March 1),N,Mid or Above Grade Level,175
1001088,Martinez,Henry,K,Eagle View Elementary,2026-04-13,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,143
1001089,Gonzalez,Emma,4,Bear Creek Elementary,2025-10-19,Fall (Beginning of Year - November 15),N,1 Grade Level Below,23
1001089,Gonzalez,Emma,4,Bear Creek Elementary,2026-02-04,Winter (November 16 - March 1),N,1 Grade Level Below,0
1001089,Gonzalez,Emma,4,Bear Creek Elementary,2026-03-26,Spring (March 2 - End of Year),Y,1 Grade Level Below,117
1001090,Garcia,Mason,10,Heritage Middle,2025-08-28,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,0
1001090,Garcia,Mason,10,Heritage Middle,2025-12-05,Winter (November 16 - March 1),N,3 or More Grade Levels Below,0
1001090,Garcia,Mason,10,Heritage Middle,2026-04-24,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,71
1001091,Lopez,Henry,5,North High,2025-09-11,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,103
1001091,Lopez,Henry,5,North High,2026-01-31,Winter (November 16 - March 1),N,3 or More Grade Levels Below,170
1001091,Lopez,Henry,5,North High,2026-03-23,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,86
1001092,Gonzalez,James,K,Bear Creek Elementary,2025-11-06,Fall (Beginning of Year - November 15),N,1 Grade Level Below,296
1001092,Gonzalez,James,K,Bear Creek Elementary,2026-03-09,Spring (March 2 - End of Year),Y,1 Grade Level Below,178
1001093,White,Sophia,7,Grand Mesa Elementary,2025-08-20,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,130
1001093,White,Sophia,7,Grand Mesa Elementary,2025-12-26,Winter (November 16 - March 1),Y,3 or More Grade Levels Below,0
1001094,Jackson,Mason,5,Cedar Hills Elementary,2025-10-02,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,142
1001094,Jackson,Mason,5,Cedar Hills Elementary,2026-02-25,Winter (November 16 - March 1),N,Mid or Above Grade Level,131
1001094,Jackson,Mason,5,Cedar Hills Elementary,2026-03-13,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,80
1001095,Gonzalez,Ella,5,Falcon Ridge Elementary,2026-03-21,Spring (March 2 - End of Year),Y,1 Grade Level Below,120
1001096,Clark,Liam,2,South High,2025-10-17,Fall (Beginning of Year - November 15),N,1 Grade Level Below,136
1001096,Clark,Liam,2,South High,2026-02-04,Winter (November 16 - March 1),N,2 Grade Levels Below,133
1001096,Clark,Liam,2,South High,2026-03-30,Spring (March 2 - End of Year),Y,1 Grade Level Below,164
1001097,Martinez,Ethan,1,Aspen Elementary,2025-09-24,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,191
1001097,Martinez,Ethan,1,Aspen Elementary,2026-01-06,Winter (November 16 - March 1),N,3 or More Grade Levels Below,141
1001097,Martinez,Ethan,1,Aspen Elementary,2026-03-26,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,117
1001098,Thompson,Jackson,7,Prairie Ridge Middle,2025-08-12,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,183
1001098,Thompson,Jackson,7,Prairie Ridge Middle,2025-11-16,Winter (November 16 - March 1),Y,3 or More Grade Levels Below,159
1001099,Johnson,Aiden,10,North High,2025-08-12,Fall (Beginning of Year - November 15),N,1 Grade Level Below,51
1001099,Johnson,Aiden,10,North High,2025-11-29,Winter (November 16 - March 1),N,1 Grade Level Below,85
1001099,Johnson,Aiden,10,North High,2026-04-15,Spring (March 2 - End of Year),Y,1 Grade Level Below,55
1001100,Lee,Lucas,12,Grand Mesa Elementary,2026-04-28,Spring (March 2 - End of Year),Y,1 Grade Level Below,175
1001101,Miller,Sophia,1,Heritage Middle,2025-08-28,Fall (Beginning of Year - November 15),N,Early On Grade Level,72
1001101,Miller,Sophia,1,Heritage Middle,2026-01-07,Winter (November 16 - March 1),N,1 Grade Level Below,312
1001101,Miller,Sophia,1,Heritage Middle,2026-03-03,Spring (March 2 - End of Year),Y,1 Grade Level Below,97
1001102,Hernandez,Harper,8,South High,2025-08-13,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,120
1001102,Hernandez,Harper,8,South High,2025-12-29,Winter (November 16 - March 1),N,Early On Grade Level,218
