Student ID,Student Last Name,Student First Name,Student Grade,School,Completion Date,Norming Window,Most Recent Diagnostic YTD (Y/N),Overall Relative Placement,Percent Progress to Annual Typical Growth (%)
1001195,Johnson,Mia,6,Canyon Ridge Elementary,2025-09-09,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,174
1001195,Johnson,Mia,6,Canyon Ridge Elementary,2025-12-26,Winter (November 16 - March 1),N,Early On Grade Level,37
1001195,Johnson,Mia,6,Canyon Ridge Elementary,2026-03-08,Spring (March 2 - End of Year),Y,2 Grade Levels Below,12
1001196,Hernandez,Mason,12,Eagle View Elementary,2025-10-24,Fall (Beginning of Year - November 15),N,1 Grade Level Below,56
1001196,Hernandez,Mason,12,Eagle View Elementary,2026-02-17,Winter (November 16 - March 1),N,1 Grade Level Below,214
1001196,Hernandez,Mason,12,Eagle View Elementary,2026-04-22,Spring (March 2 - End of Year),Y,2 Grade Levels Below,110
1001197,Clark,Elijah,5,Central High,2026-03-04,Spring (March 2 - End of Year),Y,1 Grade Level Below,101
1001198,Rodriguez,Harper,6,Central High,2026-03-03,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,171
1001199,Clark,Aiden,11,Canyon Ridge Elementary,2025-09-07,Fall (Beginning of Year - November 15),N,1 Grade Level Below,60
1001199,Clark,Aiden,11,Canyon Ridge Elementary,2026-01-12,Winter (November 16 - March 1),N,Mid or Above Grade Level,69
1001199,Clark,Aiden,11,Canyon Ridge Elementary,2026-05-16,Spring (March 2 - End of Year),Y,Early On Grade Level,95
1001200,Harris,James,K,Aspen Elementary,2025-09-03,Fall (Beginning of Year - November 15),N,1 Grade Level Below,13
1001200,Harris,James,K,Aspen Elementary,2026-01-23,Winter (November 16 - March 1),N,Early On Grade Level,147
1001200,Harris,James,K,Aspen Elementary,2026-04-22,Spring (March 2 - End of Year),Y,Early On Grade Level,163
1001201,Moore,Evelyn,8,East High,2025-10-30,Fall (Beginning of Year - November 15),N,Early On Grade Level,197
1001201,Moore,Evelyn,8,East High,2026-02-11,Winter (November 16 - March 1),N,3 or More Grade Levels Below,55
1001201,Moore,Evelyn,8,East High,2026-04-18,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,27
1001202,Williams,Nora,5,North High,2025-09-27,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,211
1001202,Williams,Nora,5,North High,2025-12-02,Winter (November 16 - March 1),N,Mid or Above Grade Level,120
1001202,Williams,Nora,5,North High,2026-04-16,Spring (March 2 - End of Year),Y,Early On Grade Level,0
1001203,Martinez,Liam,2,Central High,2025-10-19,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,162
1001203,Martinez,Liam,2,Central High,2026-01-28,Winter (November 16 - March 1),N,Early On Grade Level,75
1001203,Martinez,Liam,2,Central High,2026-04-13,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,137
1001203,Martinez,Liam,2,Central High,2026-03-17,Spring (March 2 - End of Year),N,Early On Grade Level,19
1001204,Gonzalez,Mia,2,South High,2025-08-19,Fall (Beginning of Year - November 15),N,Early On Grade Level,126
1001204,Gonzalez,Mia,2,South High,2026-02-06,Winter (November 16 - March 1),N,Early On Grade Level,43
1001204,Gonzalez,Mia,2,South High,2026-03-19,Spring (March 2 - End of Year),Y,1 Grade Level Below,84
1001205,Taylor,Ethan,2,South High,2025-10-06,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,223
1001205,Taylor,Ethan,2,South High,2026-02-16,Winter (November 16 - March 1),N,2 Grade Levels Below,146
1001205,Taylor,Ethan,2,South High,2026-03-18,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,185
1001206,Harris,Harper,K,Mountain View Middle,2025-08-10,Fall (Beginning of Year - November 15),N,1 Grade Level Below,167
1001206,Harris,Harper,K,Mountain View Middle,2026-01-01,Winter (November 16 - March 1),N,Mid or Above Grade Level,104
1001206,Harris,Harper,K,Mountain View Middle,2026-03-08,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,105
1001207,Rodriguez,Harper,11,Mountain View Middle,2025-10-07,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,175
1001207,Rodriguez,Harper,11,Mountain View Middle,2025-12-08,Winter (November 16 - March 1),N,Mid or Above Grade Level,237
1001207,Rodriguez,Harper,11,Mountain View Middle,2026-05-19,Spring (March 2 - End of Year),Y,1 Grade Level Below,44
1001207,Rodriguez,Harper,11,Mountain View Middle,2026-03-13,Spring (March 2 - End of Year),N,Early On Grade Level,217
1001208,Thompson,Sophia,8,Falcon Ridge Elementary,2025-10-06,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,107
1001208,Thompson,Sophia,8,Falcon Ridge Elementary,2026-01-24,Winter (November 16 - March 1),N,Mid or Above Grade Level,148
1001208,Thompson,Sophia,8,Falcon Ridge Elementary,2026-04-18,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,134
1001209,Brown,Noah,10,Bear Creek Elementary,2025-08-10,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,106
1001209,Brown,Noah,10,Bear Creek Elementary,2026-02-27,Winter (November 16 - March 1),N,1 Grade Level Below,218
1001209,Brown,Noah,10,Bear Creek Elementary,2026-03-12,Spring (March 2 - End of Year),Y,1 Grade Level Below,198
1001210,Ramirez,Henry,5,Grand Mesa Elementary,2025-08-16,Fall (Beginning of Year - November 15),N,Early On Grade Level,123
1001210,Ramirez,Henry,5,Grand Mesa Elementary,2026-02-27,Winter (November 16 - March 1),N,2 Grade Levels Below,65
1001210,Ramirez,Henry,5,Grand Mesa Elementary,2026-03-03,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,196
1001211,Taylor,Jack,10,Canyon Ridge Elementary,2025-09-18,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,107
1001211,Taylor,Jack,10,Canyon Ridge Elementary,2025-12-23,Winter (November 16 - March 1),N,Early On Grade Level,121
1001211,Taylor,Jack,10,Canyon Ridge Elementary,2026-04-23,Spring (March 2 - End of Year),Y,Early On Grade Level,219
1001212,Martin,Amelia,6,Prairie Ridge Middle,2025-10-09,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,113
1001212,Martin,Amelia,6,Prairie Ridge Middle,2026-02-25,Winter (November 16 - March 1),N,Mid or Above Grade Level,22
1001212,Martin,Amelia,6,Prairie Ridge Middle,2026-05-01,Spring (March 2 - End of Year),Y,2 Grade Levels Below,125
1001213,Rodriguez,Olivia,12,Canyon Ridge Elementary,2025-08-29,Fall (Beginning of Year - November 15),N,Early On Grade Level,170
1001213,Rodriguez,Olivia,12,Canyon Ridge Elementary,2026-02-02,Winter (November 16 - March 1),N,Mid or Above Grade Level,5
1001213,Rodriguez,Olivia,12,Canyon Ridge Elementary,2026-03-29,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,174
1001214,Rodriguez,Elijah,11,Prairie Ridge Middle,2025-09-09,Fall (Beginning of Year - November 15),N,1 Grade Level Below,11
1001214,Rodriguez,Elijah,11,Prairie Ridge Middle,2025-12-20,Winter (November 16 - March 1),N,3 or More Grade Levels Below,257
1001214,Rodriguez,Elijah,11,Prairie Ridge Middle,2026-04-25,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,4
1001215,Moore,Lily,4,Horizon Middle,2025-10-19,Fall (Beginning of Year - November 15),N,1 Grade Level Below,139
1001215,Moore,Lily,4,Horizon Middle,2026-02-26,Winter (November 16 - March 1),N,Early On Grade Level,130
1001215,Moore,Lily,4,Horizon Middle,2026-04-09,Spring (March 2 - End of Year),Y,1 Grade Level Below,283
1001216,Johnson,Ethan,K,Mountain View Middle,2025-10-05,Fall (Beginning of Year - November 15),N,Early On Grade Level,217
1001216,Johnson,Ethan,K,Mountain View Middle,2025-12-28,Winter (November 16 - March 1),N,3 or More Grade Levels Below,49
1001216,Johnson,Ethan,K,Mountain View Middle,2026-04-21,Spring (March 2 - End of Year),Y,1 Grade Level Below,160
1001217,Harris,Jack,K,Mountain View Middle,2025-08-15,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,191
1001217,Harris,Jack,K,Mountain View Middle,2026-02-17,Winter (November 16 - March 1),N,2 Grade Levels Below,344
1001217,Harris,Jack,K,Mountain View Middle,2026-03-12,Spring (March 2 - End of Year),Y,Early On Grade Level,146
1001218,Martin,Emma,8,Central High,2025-08-12,Fall (Beginning of Year - November 15),N,Early On Grade Level,195
1001218,Martin,Emma,8,Central High,2026-01-04,Winter (November 16 - March 1),N,Mid or Above Grade Level,217
1001218,Martin,Emma,8,Central High,2026-03-23,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,50
1001218,Martin,Emma,8,Central High,2026-04-11,Spring (March 2 - End of Year),N,Mid or Above Grade Level,44
1001219,Garcia,Scarlett,11,Canyon Ridge Elementary,2025-08-20,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,79
1001219,Garcia,Scarlett,11,Canyon Ridge Elementary,2026-01-27,Winter (November 16 - March 1),N,Mid or Above Grade Level,61
1001219,Garcia,Scarlett,11,Canyon Ridge Elementary,2026-03-03,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,150
1001219,Garcia,Scarlett,11,Canyon Ridge Elementary,2026-03-12,Spring (March 2 - End of Year),N,2 Grade Levels Below,174
1001220,Lewis,Lily,11,Falcon Ridge Elementary,2025-11-01,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,63
1001220,Lewis,Lily,11,Falcon Ridge Elementary,2025-12-29,Winter (November 16 - March 1),N,2 Grade Levels Below,6
1001220,Lewis,Lily,11,Falcon Ridge Elementary,2026-05-04,Spring (March 2 - End of Year),Y,1 Grade Level Below,175
1001221,Lopez,Lily,9,Bear Creek Elementary,2025-10-24,Fall (Beginning of Year - November 15),N,Early On Grade Level,155
1001221,Lopez,Lily,9,Bear Creek Elementary,2025-12-15,Winter (November 16 - March 1),N,Mid or Above Grade Level,29
1001221,Lopez,Lily,9,Bear Creek Elementary,2026-04-07,Spring (March 2 - End of Year),Y,Early On Grade Level,0
1001222,Thompson,Mason,4,Aspen Elementary,2025-08-25,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,179
1001222,Thompson,Mason,4,Aspen Elementary,2026-01-09,Winter (November 16 - March 1),N,Early On Grade Level,106
1001222,Thompson,Mason,4,Aspen Elementary,2026-04-07,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,196
1001223,Martin,Jack,3,Mountain View Middle,2025-09-01,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,144
1001223,Martin,Jack,3,Mountain View Middle,2026-02-21,Winter (November 16 - March 1),N,3 or More Grade Levels Below,105
1001223,Martin,Jack,3,Mountain View Middle,2026-03-07,Spring (March 2 - End of Year),Y,1 Grade Level Below,0
1001224,Jackson,Isabella,K,East High,2025-08-11,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,55
1001224,Jackson,Isabella,K,East High,2026-03-01,Winter (November 16 - March 1),N,1 Grade Level Below,41
1001224,Jackson,Isabella,K,East High,2026-04-20,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,86
1001225,Rodriguez,Benjamin,3,South High,2025-08-26,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,15
1001225,Rodriguez,Benjamin,3,South High,2026-02-08,Winter (November 16 - March 1),N,Mid or Above Grade Level,158
1001225,Rodriguez,Benjamin,3,South High,2026-04-18,Spring (March 2 - End of Year),Y,1 Grade Level Below,250
1001226,Gonzalez,Elijah,6,South High,2025-08-30,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,99
1001226,Gonzalez,Elijah,6,South High,2025-11-17,Winter (November 16 - March 1),N,2 Grade Levels Below,113
1001226,Gonzalez,Elijah,6,South High,2026-04-19,Spring (March 2 - End of Year),Y,2 Grade Levels Below,88
1001227,Jackson,Sophia,7,Heritage Middle,2026-03-25,Spring (March 2 - End of Year),Y,Early On Grade Level,143
1001228,Sanchez,Lucas,12,Eagle View Elementary,2025-08-18,Fall (Beginning of Year - November 15),N,Early On Grade Level,245
1001228,Sanchez,Lucas,12,Eagle View Elementary,2026-01-08,Winter (November 16 - March 1),Y,1 Grade Level Below,118
1001229,Harris,Jackson,3,Aspen Elementary,2025-10-20,Fall (Beginning of Year - November 15),N,1 Grade Level Below,186
1001229,Harris,Jackson,3,Aspen Elementary,2025-11-30,Winter (November 16 - March 1),N,3 or More Grade Levels Below,55
1001229,Harris,Jackson,3,Aspen Elementary,2026-03-30,Spring (March 2 - End of Year),Y,2 Grade Levels Below,1094
1001229,Harris,Jackson,3,Aspen Elementary,2026-04-29,Spring (March 2 - End of Year),N,Mid or Above Grade Level,0
1001230,Ramirez,Ethan,9,North High,2025-09-02,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,196
1001230,Ramirez,Ethan,9,North High,2025-12-07,Winter (November 16 - March 1),N,2 Grade Levels Below,161
1001230,Ramirez,Ethan,9,North High,2026-04-01,Spring (March 2 - End of Year),Y,1 Grade Level Below,0
1001231,Lopez,Elijah,11,Eagle View Elementary,2025-09-02,Fall (Beginning of Year - November 15),N,Early On Grade Level,175
1001231,Lopez,Elijah,11,Eagle View Elementary,2026-01-14,Winter (November 16 - March 1),N,Mid or Above Grade Level,199
1001231,Lopez,Elijah,11,Eagle View Elementary,2026-03-16,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,26
1001232,Harris,Aiden,2,Grand Mesa Elementary,2025-09-02,Fall (Beginning of Year - November 15),N,Early On Grade Level,151
1001232,Harris,Aiden,2,Grand Mesa Elementary,2026-02-01,Winter (November 16 - March 1),N,1 Grade Level Below,220
1001232,Harris,Aiden,2,Grand Mesa Elementary,2026-04-16,Spring (March 2 - End of Year),Y,Early On Grade Level,186
1001233,Lopez,Scarlett,7,Aspen Elementary,2025-10-04,Fall (Beginning of Year - November 15),N,1 Grade Level Below,51
1001233,Lopez,Scarlett,7,Aspen Elementary,2026-01-10,Winter (November 16 - March 1),N,1 Grade Level Below,123
1001233,Lopez,Scarlett,7,Aspen Elementary,2026-05-16,Spring (March 2 - End of Year),Y,Early On Grade Level,179
1001234,Thompson,Sophia,7,South High,2025-09-27,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,82
1001234,Thompson,Sophia,7,South High,2025-12-29,Winter (November 16 - March 1),N,Early On Grade Level,96
1001234,Thompson,Sophia,7,South High,2026-05-18,Spring (March 2 - End of Year),Y,Early On Grade Level,123
1001235,Garcia,Jack,2,South High,2025-09-14,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,81
1001235,Garcia,Jack,2,South High,2025-11-22,Winter (November 16 - March 1),N,Mid or Above Grade Level,0
1001235,Garcia,Jack,2,South High,2026-05-02,Spring (March 2 - End of Year),Y,1 Grade Level Below,0
1001236,Martinez,Ella,8,Foothills Elementary,2025-10-29,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,304
1001236,Martinez,Ella,8,Foothills Elementary,2025-11-23,Winter (November 16 - March 1),N,2 Grade Levels Below,5
1001236,Martinez,Ella,8,Foothills Elementary,2026-05-03,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,221
1001237,Wilson,Noah,8,Cedar Hills Elementary,2025-09-25,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,95
1001237,Wilson,Noah,8,Cedar Hills Elementary,2026-02-13,Winter (November 16 - March 1),N,1 Grade Level Below,146
1001237,Wilson,Noah,8,Cedar Hills Elementary,2026-03-06,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,107
1001237,Wilson,Noah,8,Cedar Hills Elementary,2026-04-06,Spring (March 2 - End of Year),N,1 Grade Level Below,218
1001238,Lopez,Isabella,11,North High,2025-08-26,Fall (Beginning of Year - November 15),N,1 Grade Level Below,57
1001238,Lopez,Isabella,11,North High,2026-01-02,Winter (November 16 - March 1),N,1 Grade Level Below,100
1001238,Lopez,Isabella,11,North High,2026-03-13,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,82
1001239,Miller,Charlotte,6,Heritage Middle,2026-03-09,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,25
1001240,Gonzalez,James,7,North High,2025-08-22,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,222
1001240,Gonzalez,James,7,North High,2026-02-22,Winter (November 16 - March 1),N,Early On Grade Level,120
1001240,Gonzalez,James,7,North High,2026-04-24,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,112
1001241,Martinez,Isabella,11,Canyon Ridge Elementary,2025-10-26,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,291
1001241,Martinez,Isabella,11,Canyon Ridge Elementary,2025-12-13,Winter (November 16 - March 1),N,Mid or Above Grade Level,153
1001241,Martinez,Isabella,11,Canyon Ridge Elementary,2026-04-04,Spring (March 2 - End of Year),Y,2 Grade Levels Below,107
1001242,Garcia,Charlotte,9,Central High,2025-08-25,Fall (Beginning of Year - November 15),N,1 Grade Level Below,312
1001242,Garcia,Charlotte,9,Central High,2026-03-09,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,36
1001243,Lewis,Leo,6,North High,2025-09-28,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,180
1001243,Lewis,Leo,6,North High,2025-12-05,Winter (November 16 - March 1),N,3 or More Grade Levels Below,187
1001243,Lewis,Leo,6,North High,2026-04-09,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,153
1001244,Lee,Mia,12,Heritage Middle,2026-04-26,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,63
1001245,Wilson,Logan,11,Grand Mesa Elementary,2025-09-17,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,138
1001245,Wilson,Logan,11,Grand Mesa Elementary,2026-01-13,Winter (November 16 - March 1),N,3 or More Grade Levels Below,162
1001245,Wilson,Logan,11,Grand Mesa Elementary,2026-03-17,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,248
1001246,Wilson,Chloe,4,Foothills Elementary,2025-11-12,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,40
1001246,Wilson,Chloe,4,Foothills Elementary,2025-12-05,Winter (November 16 - March 1),N,Early On Grade Level,202
1001246,Wilson,Chloe,4,Foothills Elementary,2026-05-06,Spring (March 2 - End of Year),Y,Early On Grade Level,0
1001247,Martin,Grace,9,Cedar Hills Elementary,2025-08-28,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,0
1001247,Martin,Grace,9,Cedar Hills Elementary,2026-03-01,Winter (November 16 - March 1),N,3 or More Grade Levels Below,76
1001247,Martin,Grace,9,Cedar Hills Elementary,2026-03-30,Spring (March 2 - End of Year),Y,2 Grade Levels Below,0
1001248,Martinez,Grace,3,Eagle View Elementary,2025-09-02,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,195
1001248,Martinez,Grace,3,Eagle View Elementary,2025-12-17,Winter (November 16 - March 1),N,2 Grade Levels Below,28
1001248,Martinez,Grace,3,Eagle View Elementary,2026-03-06,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,126
1001249,Smith,Charlotte,10,South High,2025-11-10,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,49
1001249,Smith,Charlotte,10,South High,2026-02-23,Winter (November 16 - March 1),N,2 Grade Levels Below,80
1001249,Smith,Charlotte,10,South High,2026-04-13,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,0
1001250,Harris,Grace,11,Heritage Middle,2025-10-30,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,77
1001250,Harris,Grace,11,Heritage Middle,2026-01-27,Winter (November 16 - March 1),N,Mid or Above Grade Level,150
1001250,Harris,Grace,11,Heritage Middle,2026-04-21,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,7
1001251,Miller,Harper,12,Canyon Ridge Elementary,2025-08-26,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,189
1001251,Miller,Harper,12,Canyon Ridge Elementary,2026-01-02,Winter (November 16 - March 1),N,Mid or Above Grade Level,740
1001251,Miller,Harper,12,Canyon Ridge Elementary,2026-05-20,Spring (March 2 - End of Year),Y,2 Grade Levels Below,122
1001252,Harris,Sophia,1,Mountain View Middle,2025-08-28,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,20
1001252,Harris,Sophia,1,Mountain View Middle,2026-01-12,Winter (November 16 - March 1),N,Mid or Above Grade Level,275
1001252,Harris,Sophia,1,Mountain View Middle,2026-04-01,Spring (March 2 - End of Year),Y,2 Grade Levels Below,266
1001253,Garcia,Ava,12,Cedar Hills Elementary,2025-09-15,Fall (Beginning of Year - November 15),N,Early On Grade Level,118
1001253,Garcia,Ava,12,Cedar Hills Elementary,2025-12-19,Winter (November 16 - March 1),N,Mid or Above Grade Level,43
1001253,Garcia,Ava,12,Cedar Hills Elementary,2026-04-24,Spring (March 2 - End of Year),Y,2 Grade Levels Below,19
1001254,Thompson,Mason,5,Horizon Middle,2025-10-06,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,53
1001254,Thompson,Mason,5,Horizon Middle,2026-02-11,Winter (November 16 - March 1),N,1 Grade Level Below,82
1001254,Thompson,Mason,5,Horizon Middle,2026-03-17,Spring (March 2 - End of Year),Y,1 Grade Level Below,6
1001255,White,James,1,Canyon Ridge Elementary,2025-08-21,Fall (Beginning of Year - November 15),N,Early On Grade Level,107
1001255,White,James,1,Canyon Ridge Elementary,2025-12-26,Winter (November 16 - March 1),N,2 Grade Levels Below,147
1001255,White,James,1,Canyon Ridge Elementary,2026-03-24,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,168
1001256,Rodriguez,Ava,12,North High,2025-11-01,Fall (Beginning of Year - November 15),N,1 Grade Level Below,177
1001256,Rodriguez,Ava,12,North High,2025-12-06,Winter (November 16 - March 1),N,Mid or Above Grade Level,45
1001256,Rodriguez,Ava,12,North High,2026-03-05,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,75
1001257,Anderson,Jack,2,Grand Mesa Elementary,2025-08-26,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,28
1001257,Anderson,Jack,2,Grand Mesa Elementary,2025-12-27,Winter (November 16 - March 1),N,Mid or Above Grade Level,685
1001257,Anderson,Jack,2,Grand Mesa Elementary,2026-03-07,Spring (March 2 - End of Year),Y,Early On Grade Level,134
1001258,Anderson,Henry,5,Eagle View Elementary,2025-08-18,Fall (Beginning of Year - November 15),N,Early On Grade Level,290
1001258,Anderson,Henry,5,Eagle View Elementary,2025-11-21,Winter (November 16 - March 1),N,Mid or Above Grade Level,133
1001258,Anderson,Henry,5,Eagle View Elementary,2026-05-02,Spring (March 2 - End of Year),Y,2 Grade Levels Below,136
1001259,Ramirez,Scarlett,5,North High,2025-08-25,Fall (Beginning of Year - November 15),N,Early On Grade Level,65
1001259,Ramirez,Scarlett,5,North High,2025-12-15,Winter (November 16 - March 1),N,Mid or Above Grade Level,225
1001259,Ramirez,Scarlett,5,North High,2026-04-21,Spring (March 2 - End of Year),Y,Early On Grade Level,80
1001260,Robinson,Sophia,1,South High,2026-03-17,Spring (March 2 - End of Year),Y,1 Grade Level Below,140
1001261,Robinson,Sophia,12,Central High,2025-10-25,Fall (Beginning of Year - November 15),N,Early On Grade Level,210
1001261,Robinson,Sophia,12,Central High,2026-02-04,Winter (November 16 - March 1),N,Mid or Above Grade Level,191
1001261,Robinson,Sophia,12,Central High,2026-05-19,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,0
1001262,Davis,Lily,10,Foothills Elementary,2025-09-08,Fall (Beginning of Year - November 15),N,Early On Grade Level,88
1001262,Davis,Lily,10,Foothills Elementary,2025-11-16,Winter (November 16 - March 1),Y,Mid or Above Grade Level,55
1001263,Lopez,Chloe,11,Grand Mesa Elementary,2025-10-03,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,168
1001263,Lopez,Chloe,11,Grand Mesa Elementary,2025-11-22,Winter (November 16 - March 1),Y,Early On Grade Level,143
1001264,Martin,Charlotte,8,Falcon Ridge Elementary,2025-08-25,Fall (Beginning of Year - November 15),N,1 Grade Level Below,118
1001264,Martin,Charlotte,8,Falcon Ridge Elementary,2025-11-20,Winter (November 16 - March 1),N,Early On Grade Level,0
1001264,Martin,Charlotte,8,Falcon Ridge Elementary,2026-03-21,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,45
1001265,Moore,Jack,8,Grand Mesa Elementary,2025-10-29,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,150
1001265,Moore,Jack,8,Grand Mesa Elementary,2026-01-18,Winter (November 16 - March 1),N,Mid or Above Grade Level,27
1001265,Moore,Jack,8,Grand Mesa Elementary,2026-04-04,Spring (March 2 - End of Year),Y,2 Grade Levels Below,0
1001266,Hernandez,Mason,6,South High,2025-09-12,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,142
1001266,Hernandez,Mason,6,South High,2026-02-12,Winter (November 16 - March 1),N,1 Grade Level Below,145
1001266,Hernandez,Mason,6,South High,2026-03-22,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,188
1001267,Lopez,Amelia,4,Heritage Middle,2025-11-03,Fall (Beginning of Year - November 15),N,Early On Grade Level,58
1001267,Lopez,Amelia,4,Heritage Middle,2026-02-15,Winter (November 16 - March 1),N,1 Grade Level Below,203
1001267,Lopez,Amelia,4,Heritage Middle,2026-04-16,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,0
1001268,Lopez,Mason,9,Mountain View Middle,2025-09-28,Fall (Beginning of Year - November 15),N,Early On Grade Level,113
1001268,Lopez,Mason,9,Mountain View Middle,2026-02-26,Winter (November 16 - March 1),N,Mid or Above Grade Level,275
1001268,Lopez,Mason,9,Mountain View Middle,2026-03-16,Spring (March 2 - End of Year),Y,Early On Grade Level,42
1001269,Thomas,Liam,1,Grand Mesa Elementary,2025-09-08,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,92
1001269,Thomas,Liam,1,Grand Mesa Elementary,2026-02-22,Winter (November 16 - March 1),N,Mid or Above Grade Level,179
1001269,Thomas,Liam,1,Grand Mesa Elementary,2026-03-11,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,176
1001270,Sanchez,Benjamin,6,Bear Creek Elementary,2025-09-30,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,124
1001270,Sanchez,Benjamin,6,Bear Creek Elementary,2025-11-24,Winter (November 16 - March 1),N,2 Grade Levels Below,253
1001270,Sanchez,Benjamin,6,Bear Creek Elementary,2026-05-01,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,172
1001271,Williams,James,10,Canyon Ridge Elementary,2025-11-10,Fall (Beginning of Year - November 15),N,1 Grade Level Below,124
1001271,Williams,James,10,Canyon Ridge Elementary,2026-02-22,Winter (November 16 - March 1),N,1 Grade Level Below,168
1001271,Williams,James,10,Canyon Ridge Elementary,2026-03-13,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,69
1001272,Moore,Elijah,3,Mountain View Middle,2025-09-02,Fall (Beginning of Year - November 15),N,1 Grade Level Below,239
1001272,Moore,Elijah,3,Mountain View Middle,2025-12-07,Winter (November 16 - March 1),N,1 Grade Level Below,158
1001272,Moore,Elijah,3,Mountain View Middle,2026-03-03,Spring (March 2 - End of Year),Y,1 Grade Level Below,249
1001273,Martinez,Amelia,10,Canyon Ridge Elementary,2026-03-27,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,174
1001274,Moore,Elijah,6,Central High,2025-10-07,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,19
1001274,Moore,Elijah,6,Central High,2025-12-07,Winter (November 16 - March 1),N,Mid or Above Grade Level,162
1001274,Moore,Elijah,6,Central High,2026-03-31,Spring (March 2 - End of Year),Y,1 Grade Level Below,200
1001275,Harris,Scarlett,10,Central High,2026-04-14,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,157
